y_test,predictions
34.95833333333333,40.71228821332866
58.70833333333333,73.00649043529658
150.0,115.54100591086151
55.458333333333336,59.59927812855249
77.57291666666666,74.97717668192878
83.89583333333333,103.71953824176566
64.5625,61.78667417890531
47.95833333333333,47.83214330235378
25.125,24.690103699423968
40.125,41.60386789280296
66.41666666666666,94.30990989387777
140.64583333333334,117.08049028847508
60.145833333333336,67.6164936957266
63.625,79.80732447698688
51.208333333333336,63.423069803299285
70.0,73.349916200485
55.16666666666667,90.86072556229723
73.9375,41.274354144840956
89.625,76.22282819916903
89.20833333333333,59.64864506800686
33.5,44.47462557186837
38.1515625,48.40420530545121
10.916666666666666,33.83276270423693
74.91666666666666,78.15149336818473
69.0,50.674555357308144
19.416666666666664,36.247973443488014
41.59375,58.412588842982004
34.108333333333334,26.38840507207812
32.19285714285714,50.51622741342758
51.33333333333333,67.55846639985404
47.708333333333336,52.41498918712591
49.30833333333333,57.6312926287457
51.63541666666667,51.56914922391239
34.46875,56.42772452163782
51.86111111111112,46.266245716150124
19.166666666666668,50.06954472289215
42.625,63.10125988238508
38.0,45.683271633332176
59.45833333333333,53.433860598401196
33.40833333333333,63.30209629627027
33.708333333333336,25.809339086875053
56.84722222222223,59.38843805681381
17.041666666666668,34.039609805747986
84.33333333333333,90.25417688742377
30.70833333333333,43.955818070646544
49.375,71.28417166179318
141.82291666666666,-197.02121491804516
73.83333333333333,78.65447943989696
30.770833333333336,42.23577432411215
58.75,67.36324363477318
34.68333333333333,47.12825050718462
49.57666666666667,75.47561727133055
62.32291666666667,64.86817873071354
73.02083333333333,77.25223447472412
63.0,49.15665357554139
33.125,38.19232652439497
34.962500000000006,47.67620101385406
40.375,50.298640675647285
52.8125,59.22937811078144
68.54166666666667,85.64641699658316
31.83333333333333,43.271436654466136
79.08333333333333,63.39248143306812
50.083333333333336,79.74112474747191
84.20833333333333,69.83257549374962
84.08333333333334,57.73154035222474
36.575833333333335,37.26533273125664
65.33333333333333,70.24707327344399
37.40595238095239,38.25661395172801
40.083333333333336,37.906019782640236
64.04166666666667,56.27688629348705
58.37083333333334,54.21808732702071
24.9625,38.60888461374874
41.92916666666667,51.338781560977836
71.83333333333334,108.4061208766398
68.66666666666666,32.058134872173845
19.95833333333333,39.63380619046309
45.38888888888889,53.83591784048066
37.97222222222222,43.8707565289937
25.95,40.82458333759363
52.16666666666666,60.26061903672898
62.458333333333336,45.16566992155278
112.375,111.29779290113419
10.333333333333334,31.218763566738303
70.45833333333333,73.46708301521748
121.4375,107.24829834631839
83.77083333333333,99.75180829162043
88.15,111.98653922810942
54.46041666666667,59.84170036423006
21.65,46.471577289069444
54.98611111111112,62.815696687610746
53.7,70.2107392586143
42.583333333333336,71.51282779447126
147.13333333333333,88.69705080882889
99.275,93.83470540807424
54.39583333333333,56.294396809219805
71.09166666666665,81.8641761146391
38.9,55.73260925020858
62.7,52.309066479183585
70.04166666666666,70.04257670767483
117.3,121.78867007323056
78.99166666666666,82.71929585067441
27.022916666666667,51.52498657789357
81.69940476190477,62.42917331129885
75.98333333333333,69.0421638402281
29.34583333333333,46.038374158559435
98.67083333333336,69.44675595467575
103.7125,50.81002550840034
158.08333333333331,108.00740818465314
59.07222222222222,50.549517522068385
101.85,66.48610817095145
82.875,64.7964588993878
117.15416666666668,90.3796570173108
97.12,62.37427585737682
31.33611111111111,24.825507201266923
116.85833333333332,96.34325341574211
35.1,44.537117046075636
54.150000000000006,59.511707640934134
69.28333333333333,74.31088678315209
76.45833333333334,61.14220101047444
76.95104166666667,69.17641567132551
32.979166666666664,38.86282398961455
85.91666666666667,103.08266972196517
36.66666666666666,38.15664233499514
78.38333333333334,61.98667316179221
45.016666666666666,44.73521896412274
65.33500000000001,79.53854584384105
141.35833333333335,93.03150954163823
141.65729166666668,116.45390100052938
71.59791666666666,98.23851279360134
138.72916666666666,102.7033179244012
79.03999999999999,90.79030337482708
127.20833333333331,100.60421649429657
68.075,53.47403938861984
41.5,50.13887706483702
70.87738095238095,57.468478486571726
92.6875,80.60987174226945
22.125,40.00383088515533
39.17083333333333,36.78928088940979
99.0,122.32480916905041
33.74444444444445,28.0169435965584
193.6770833333333,129.05059668497228
140.58333333333331,127.15683563699952
91.00416666666668,97.41073711930336
113.27083333333334,110.61702042306332
25.875,42.23944949550287
90.78125,81.5668632247961
60.008333333333326,61.97923027509866
76.54166666666666,91.90536694474413
53.31666666666667,43.447160134827186
40.05,37.93584358841329
76.02083333333334,58.46858931827749
143.79166666666669,93.033469084976
96.69166666666668,81.70833294275477
78.78541666666666,84.526175672504
126.75,107.25316187173242
45.79166666666667,56.0127906480741
28.708333333333336,34.94208266992287
55.8125,65.1335337678734
33.58333333333333,43.46997416975045
79.33333333333333,82.83570156992526
84.16666666666667,101.21004396337584
33.93333333333334,77.07506970503061
94.3609375,86.78573273797583
39.125,61.69332592739843
63.583333333333336,64.47746535962081
45.5,39.105695349845675
86.39166666666668,61.249151532200585
111.04166666666666,72.18964610928904
67.41666666666667,64.900921481211
110.55,109.28204469320033
142.61666666666667,79.15690849143805
63.67222222222222,72.7923798729382
66.29583333333333,81.146217303075
102.43645833333332,79.27983259709416
40.91666666666666,48.87336513919318
163.91666666666666,103.5656858534131
46.04583333333333,36.67953971654042
62.55,33.83621286022296
148.04166666666666,158.6093557700026
21.08333333333333,40.97370436226645
48.208333333333336,54.580240179375096
75.04166666666667,91.55678136905574
160.36458333333331,61.37443029216887
134.20833333333334,100.89829227316967
64.83333333333334,75.42410454446603
27.9375,44.662090733055926
86.23166666666665,80.76326464888567
105.375,62.13382599909803
39.91666666666667,65.9604426989104
82.52083333333333,94.38276665727948
61.0,59.34519113131604
24.5,49.58893796519925
118.625,97.36751077060079
93.75,53.25313881332246
41.79166666666666,33.63278115394423
22.687500000000004,39.585018162273066
62.375,60.71964974427301
77.025,85.8547650230218
41.63541666666666,46.2300424908206
103.58333333333331,74.53425146807922
100.54166666666669,111.86794174929925
35.166666666666664,38.476163296586044
110.45833333333331,101.85042005513507
94.70833333333331,56.773283301636006
91.0325,91.56572448958302
41.66666666666666,41.48781306129476
17.7875,55.14978247110063
126.125,108.42295413150114
108.0,69.46064587472448
53.84375,56.523159441682395
165.58333333333331,111.67510488790695
47.05357142857143,42.53782267444577
34.66666666666667,41.63308765125459
51.17916666666667,50.33130060630181
59.15555555555556,70.37476645336083
54.45833333333333,95.9940423877239
172.4375,84.26772106840403
51.0625,72.04094753487861
66.25,81.80772353119363
43.72916666666667,40.77613185281976
84.83333333333334,82.55234661925286
14.458333333333334,19.74804795050461
54.013888888888886,71.77389160504832
150.125,126.44807364827822
31.75,82.45627299178295
60.786458333333336,66.9652879001258
91.04166666666669,84.17379239642098
22.933333333333337,63.231583482060955
27.95833333333333,36.25961144828107
102.125,107.50857659923662
155.125,155.07773120355975
191.875,135.76075877464092
76.62500000000001,79.98231025625539
59.04166666666667,62.95023028516726
57.04166666666667,72.85444333619597
41.708333333333336,48.88889054697698
71.91666666666667,106.44985022466837
19.383333333333333,36.01261125995206
84.56666666666666,103.39699132062101
70.75,68.03638849452214
69.83333333333333,59.2222529853393
71.55416666666667,103.36419343379433
22.166666666666664,46.83679804262373
100.70166666666668,111.79050591685794
47.94166666666666,56.30234977571903
85.85416666666667,75.72400558361514
86.625,85.8160059767159
131.25,91.87031335811201
14.041666666666668,19.420911186191685
46.79166666666667,52.58551649400894
113.5,125.70787703854919
83.09722222222221,39.12930447760684
55.160714285714285,51.16298871721866
34.08333333333333,37.21744381764911
44.00555555555556,45.02497068898033
154.18166666666667,119.55037088852345
131.25,122.40685748176732
34.8125,66.13056611414521
139.72916666666669,135.41605606452907
12.624999999999998,36.68745195424829
79.9375,74.9922486424072
267.625,174.92744132535537
65.75,65.82221345714146
60.109375,100.07479740451961
54.868750000000006,74.12440306649029
67.65625,76.43861465074048
79.04166666666666,63.864086654714505
193.70833333333337,172.72509018701666
80.0625,83.01578573915579
47.29166666666667,54.651299967602554
28.33333333333333,29.25479570946237
56.833333333333336,52.592835839870475
133.25,112.4241307254334
38.5,46.21529568411607
110.45833333333331,163.1056600964306
74.20833333333333,70.66271336726622
182.47666666666663,146.82208807156945
50.95833333333333,51.2046707167188
109.275,154.36318087979072
83.83333333333333,61.03452179517156
30.125,52.78158002788201
109.94791666666669,105.84563030899322
235.83333333333337,187.88633122546378
49.66111111111112,66.93332490664893
74.25,78.96018313865211
203.875,131.93786083249395
52.02083333333333,62.331135724809904
57.47222222222223,43.02125557408886
77.8888888888889,71.81486735645801
54.28125,65.72487727463215
183.81875,146.23792909098069
88.47916666666666,82.60263708024021
45.45833333333333,55.121258577077775
32.20833333333333,45.131977453675866
51.0,62.72633239631029
146.60357142857146,147.36635835776144
237.0833333333333,233.93974374713798
98.29166666666669,92.03774324166983
95.04166666666669,155.64705819472866
233.97916666666669,112.84706644362265
162.79166666666669,159.02834625417995
102.78125,114.0965737880081
215.875,209.85791099057175
102.16666666666666,60.88561148808372
154.10833333333335,117.09664536562337
45.41666666666666,43.19190310934403
214.5833333333333,170.32512421151696
197.75,191.13692863659892
279.91666666666663,195.20327393656075
17.683333333333334,43.084194628126006
62.59375,94.94567549538134
38.395833333333336,77.50082759524001
118.3125,107.15635627531884
84.66666666666666,83.50913428671517
149.33333333333334,140.3208511153369
124.3095238095238,140.0212654296715
18.791666666666668,53.72257600018508
74.75,93.66070954479433
156.29166666666666,177.90721091042485
180.24166666666667,140.02327674044815
49.41666666666667,88.80182627798584
105.34166666666668,80.14310069825235
110.98611111111111,98.58344803876405
206.04166666666669,161.0609113721136
151.60694444444445,136.9443696303738
73.16666666666666,85.86268662166962
103.02083333333331,118.80629282509744
82.79166666666667,95.77544220662898
84.625,81.14487310292957
61.93055555555557,57.0080256336954
109.625,91.87457673981477
77.97916666666666,79.93471533350527
100.27083333333334,84.0160793580797
69.16666666666666,71.28495797132368
54.62500000000001,59.055981160411704
137.125,167.19645804695816
61.87500000000001,62.51955871019776
89.875,131.26363389912007
264.6041666666667,118.78483387599827
61.58333333333333,62.76433615712801
37.1875,57.04442394923407
225.72916666666663,177.57869763005937
125.10416666666669,105.07883392257811
58.239583333333336,68.6143490476374
249.5270833333333,217.61509613091917
88.18125,136.4975714648132
245.9875,115.69354299105376
72.78333333333333,51.975478119050955
131.375,135.43964043619906
99.05416666666667,104.34213775621666
127.73333333333332,99.20653838153028
255.35416666666663,235.46628248576633
67.10833333333333,77.05753825648266
73.32777777777778,145.6367774275622
130.34166666666667,168.9027813226685
103.79166666666666,91.14179277295095
59.08333333333333,90.83789037307076
74.92916666666666,83.76128262102912
123.45416666666668,115.01695803033279
103.00625,127.00441614163978
253.35,274.66906653278056
58.270833333333336,123.17153699913968
144.315,137.021105485232
104.15,85.42989438903078
62.15833333333333,73.01520953353325
127.60833333333336,131.4965520648248
210.75,222.80626018039297
113.91583333333332,109.41391799056485
109.36666666666667,101.25825228028643
94.95,103.23429707765314
49.40833333333333,64.56129331751812
138.125,104.31748861336645
97.40833333333336,75.81839603990325
110.98333333333332,114.67439365550736
69.46666666666667,79.86988248388889
240.7,191.5895961628136
23.23333333333333,49.90832205844532
94.45833333333334,92.67697672453271
194.65416666666664,143.37300790682391
146.24791666666667,192.15793013492288
85.53958333333334,146.88554850558512
112.18749999999996,131.44472408895146
52.475,62.01399714891884
50.95,45.96394272829047
55.43333333333334,49.45653457865819
168.30119047619047,198.40370683383094
133.92499999999998,113.4391542159983
107.69166666666666,117.49707966448732
138.78333333333333,115.13726240208709
80.85,70.67600926999292
72.33333333333333,60.409384368286645
132.95,169.33288368710728
146.05277777777778,115.8884788642194
75.95833333333333,122.7943280740784
48.2875,64.03181916583091
141.03125,107.9416692495213
27.833333333333336,70.92815135771755
79.91666666666667,107.24219905878012
71.42291666666667,112.99997504484837
63.3125,72.32326697523753
112.20833333333334,94.02025667187509
181.97916666666669,208.1878229725955
